首 11	中 9	末 10
42470F0C	8638EEEA	B11B8EFA
42470F0C	92EC17B1	DB7C46BF
42470F0C	36DBB15B	50EE8D78
42470F0C	9208EC71	B0FA3EC2
42470F0C	E7D519BF	29A51A44
42470F0C	4FB72668	836ABBB8
42470F0C	1330CD60	9555EB7A
42470F0C	1DD5BE97	35E4D3D2
42470F0C	7EFD8996	00BB3A6C
42470F0C	0B86D2B9	0180CFD0
42470F0C	3AE75CAF	97F2EB61
42470F0C	4DEC2EF6	78035F43
42470F0C	B7BFAB24	1482D485
42470F0C	FEE26D65	B1971464
42470F0C	B9211E06	37EC5F24
42470F0C	2035F977	F291519E
42470F0C	CF5A26B1	B0ADC579
42470F0C	804BBA07	1DB6BB08
42470F0C	9D03F78A	DDE1F9BF
42470F0C	DD23F386	274C5F12
42470F0C	1B66A87D	F15791EF
42470F0C	8B975581	4097BBDD
42470F0C	50DA24AA	0BAE14EF
42470F0C	964243AC	6D1A8D30
42470F0C	72B534A3	0A92E7F6
42470F0C	C9A1A923	0DCE6F15
42470F0C	FFB17B99	19E3BC19
42470F0C	1854355E	98E7C2C8
42470F0C	AFF76897	5E40D0C3
42470F0C	76B83066	A6A242DD
42470F0C	53DCCC16	E90D4FB1
42470F0C	6175F812	19C536C9
42470F0C	023E2D71	B32C050F
42470F0C	E496FF16	A33E1CAD
42470F0C	4FDBC70B	13B32497
42470F0C	66431533	F4265CEF
42470F0C	DD59B3EE	067E95C9
42470F0C	386CD80A	7AF4F312
42470F0C	376C213E	D7F1D478
42470F0C	B05F0319	9084E616
42470F0C	03D9FE5D	E4A5BC61
42470F0C	2D8228F7	AA0CB39B
42470F0C	FD4C1065	3E54DFC5
42470F0C	A9B6D66F	5B9AF0E8
42470F0C	39A152F5	2F1CF785
42470F0C	796B0C30	A4778602
42470F0C	852650F9	A5FD969A
42470F0C	CF08C18F	8FC36F6B
42470F0C	78687271	C596FE8C
42470F0C	E340D20A	E8C7592A
42470F0C	37F4E211	14881CEC
42470F0C	31F3BEAB	702F895D
42470F0C	4E6D92AA	DB0295D5
42470F0C	C48E6C9A	CCFC98DB
42470F0C	92D901FA	AFD1DC0A
42470F0C	04C1A87F	C4BC4360
42470F0C	B3860E76	699D2916
42470F0C	6CE9E14C	A783B466
42470F0C	08CE2B47	FEC0C5FE
42470F0C	13F0D4EF	F89E0AEB
42470F0C	655E782D	B63BB520
42470F0C	C0ABC22C	26AB72FA
42470F0C	DEAA3044	A7D03A6F
42470F0C	0E9F3C4F	DFEA6CD0
42470F0C	1D0770AC	91CA03A6
42470F0C	5165BB2D	B3FA44C7
42470F0C	A61DD671	6392CA80
42470F0C	95DA450B	980950CB
42470F0C	1DC321BC	2DA19EB6
42470F0C	C755C555	67D08997
42470F0C	A8EC0523	90078E80
42470F0C	EDC4CFD5	9C1CD8B5
42470F0C	657A1810	0A6951A0
42470F0C	75A0624A	31D1F870
42470F0C	D3F73B1B	C26EFEA0
42470F0C	D617B9E1	5C4BC0FF
42470F0C	0D43A527	1BB6A5FF
42470F0C	6BAFAB7F	45AEF120
42470F0C	64AF524B	E8ABD64A
42470F0C	C91DAC21	C2F5398F
42470F0C	C7C2E276	006F63C6
42470F0C	6460E3F0	622427C1
42470F0C	B6DBFEF4	8180FA00
42470F0C	CB073459	2CC2200F
42470F0C	51C036AB	2D563371
42470F0C	71D68595	5FEC7C92
42470F0C	721F1D4E	DD51AE8B
42470F0C	BDF952B0	AD151DF3
42470F0C	8B55ED52	3F8EAD58
42470F0C	DF4ACD0B	8A7F6C5A
42470F0C	6EB6B2AC	C02734E7
42470F0C	1A0E3FED	3B71864B
42470F0C	1CB5E643	DC08B480
42470F0C	BD93E3BE	ADE845ED
42470F0C	A8A91B1E	0875D262
42470F0C	8D8E9086	503FF999
42470F0C	1B963903	3B5266F3
42470F0C	CD55A013	46F065D5
42470F0C	16CBE9C2	17DCC582
42470F0C	7FC6576F	4EF7430B
42470F0C	6F1C2D35	754FEADB
42470F0C	5A052737	7D3B108D
42470F0C	45DFA459	EB869E37
42470F0C	2A843D5B	FCF769F3
42470F0C	DDE7B177	D64ADAF9
42470F0C	E1C00ED0	96636074
42470F0C	5774DB87	82225BF4
42470F0C	2562BD09	94B463C6
42470F0C	2C0C3887	1043E82E
42470F0C	D9B70861	B9548A45
42470F0C	A045EB1D	9224D4B2
42470F0C	288DFC0D	6F9182F5
42470F0C	484E4AC0	A631B2C2
42470F0C	D580A96D	181FCC74
42470F0C	9D9AE6F8	A42955F2
42470F0C	743CF6F6	EC3A2AFF
42470F0C	40643FD8	7325C5BD
42470F0C	5CC24CF4	2336C142
42470F0C	B828783F	354B1E67
42470F0C	4B375E2E	FCC10C5B
42470F0C	1016FF59	0F85DB90
42470F0C	41069187	23E5ED74
42470F0C	CC70C6E0	8513CDE7
42470F0C	9FDD5422	3E4F78B4
42470F0C	D795985B	E77CC4FC
42470F0C	6E4AC188	E77B6958
42470F0C	03465B51	A60A3D11
42470F0C	2DF97800	DBF4E8CB
42470F0C	690B62E6	D5EC1F4F
42470F0C	8EAFD754	B51CB076
42470F0C	8A9424A8	3CFF4806
42470F0C	B5697B4D	7A9AD4B4
42470F0C	4F9349EA	9F7C405D
42470F0C	100397CA	F6F9F489
42470F0C	81791A7A	9B3A6878
42470F0C	AD532118	82E7CF4C
42470F0C	6902318A	4AA79D29
42470F0C	9477D919	00CC49DD
42470F0C	58AACB5F	87FBC2FF
42470F0C	BC510B90	E3661E83
42470F0C	D4A2E3B0	E4682F8B
42470F0C	7092D3ED	B09A46A1
42470F0C	A63528E2	3DA99881
42470F0C	52149277	628CED2D
42470F0C	4DCE1119	F4316397
42470F0C	BAA3A668	2B889158
42470F0C	0C3B5F4E	EC5E42D0
42470F0C	2C84553E	4F52B041
42470F0C	9BD20733	9093D96E
42470F0C	C569437D	6BE8E46D
42470F0C	A8A9115D	E8D6E45F
42470F0C	C090AC6A	F9091000
42470F0C	E93A0F69	AEBF9221
42470F0C	F04AA1AD	AD9B2D09
42470F0C	6B6201D6	80CA8AAF
42470F0C	134B93AC	BC7C1277
42470F0C	FD2AA919	20626529
42470F0C	40895AF7	C35269BB
42470F0C	7033A5E7	42E68B25
42470F0C	8EA4C979	36D7BDA3
42470F0C	F692AB00	D23B7E65
42470F0C	0EFD69D8	56965CBF
42470F0C	A971418F	B2EF9C40
42470F0C	0E7FE6CE	D4D4E029
42470F0C	7D4B4942	CFF7D3AA
42470F0C	74FCDE18	869E70B1
42470F0C	0870CBD1	CB3F782E
42470F0C	6C4E847B	9BD00759
42470F0C	1BADBA22	1CB27DBC
42470F0C	31452F98	3E9C393B
42470F0C	443F567E	DBA04357
42470F0C	22902FCE	925D311F
42470F0C	D506AC26	A186F931
42470F0C	8E6E61F6	95C39424
42470F0C	26564424	242DD97D
42470F0C	378CD131	33DC690E
42470F0C	7CD4A81D	FA72362E
42470F0C	99E1C3F9	86F850F5
42470F0C	C51278E7	E03F2F84
42470F0C	0DC7452F	E526EFC0
42470F0C	4C34A9CC	76694629
42470F0C	A41B4B28	4CB9DAC5
42470F0C	F243813D	66112D41
42470F0C	EDD7E0B2	005BBC06
42470F0C	78BC1E00	E41D1A7C
42470F0C	3AE5885A	6A59BBF4
42470F0C	1B5E7C16	C7933695
42470F0C	08B0E0F6	1CBC3BCE
42470F0C	3370EE5B	581AD7A2
42470F0C	CCAFAC64	7C8D0B16
42470F0C	BBA869FD	9069098E
42470F0C	89D769E3	E3828F92
42470F0C	AE7EFD4F	78878D4A
42470F0C	A3F6B7C0	C53CA9F0
42470F0C	B79436B7	A1D83C06
42470F0C	9AAC15C9	0A6627DF
42470F0C	09A51F5B	9B79821F
42470F0C	E18AFDBF	A1A91EF3
42470F0C	8346E16B	8C878F11
42470F0C	6F3030D8	4405BE25
42470F0C	569C760E	7B9B29E4
42470F0C	4AB846CD	1B60C682
42470F0C	AA85E3D3	915C50C1
42470F0C	217902AF	72B11F72
42470F0C	E41604D3	7A3001D5
42470F0C	84E4D390	4923CE54
42470F0C	896E1BB9	5A58BFCC
42470F0C	06397971	6218387F
42470F0C	48C2F54F	22767F97
42470F0C	020A1364	95DF0964
42470F0C	97F70070	F7490E42
42470F0C	32817560	157F6DEE
42470F0C	296D90FB	ED33224E
42470F0C	7BFBA6D6	571E569E
42470F0C	12089EE3	23E767B7
42470F0C	DE066D72	BCC29CF2
42470F0C	49214E31	ABEFBDCA
42470F0C	B7F55547	C83BADDB
42470F0C	3BA1C519	3BA924A4
42470F0C	7040636C	B5019562
42470F0C	87DA5744	85CFEBF6
42470F0C	86F42986	8B6F56FD
42470F0C	0118849B	D51ADD4C
42470F0C	921D39C9	4710CE36
42470F0C	FDBD9452	BC030313
42470F0C	16E12181	09F8A6EF
42470F0C	058259FB	ABBAF378
42470F0C	64B8B646	0CF1B52F
42470F0C	43274EFD	AB73052C
42470F0C	D03B9E42	35BDDC64
42470F0C	CFE11D2C	A30052DE
42470F0C	5C6E2CD5	2228DACB
42470F0C	5844C361	DC43E53F
42470F0C	747FE44B	B216858F
42470F0C	F4B09616	0B39DC4D
42470F0C	BA452175	BE53DA60
42470F0C	D96D1674	8B0C33DE
42470F0C	AF5AFE5E	522D3C41
42470F0C	70D1EAA4	F7B5D94C
42470F0C	C568C759	DA4D161A
42470F0C	94269390	C8EC11D7
42470F0C	4DFA3CED	9FAF7707
42470F0C	413BC4EB	CE334B1F
42470F0C	6CDF83B4	952F8BD3
42470F0C	1DCA28F6	17D5A4AF
42470F0C	A447F2C9	72D72CC5
42470F0C	AF0FDA64	EF2700BD
42470F0C	6EFABF99	C1804D6E
42470F0C	D5179A1D	DCAF0813
42470F0C	04285377	5F576099
42470F0C	DA450889	11C7CE6A
42470F0C	7E90F717	7AF3F57E
42470F0C	A5F0385E	060DE289
42470F0C	79948341	225BA1DC
42470F0C	A3BEE00F	A0C3093B
42470F0C	65455A31	067F531E
42470F0C	893A30A2	54DE2491
42470F0C	07EA9BDD	EB590106
42470F0C	B554D2C3	D4999F1D
42470F0C	D9D5AB83	C5A44EE6
42470F0C	DB62D8BF	35E91DD7
42470F0C	B8EAE3EB	13F2ADFD
42470F0C	FD2A651D	777A350F
42470F0C	3344817B	951AC780
42470F0C	9ACCAE24	D2A05FE5
42470F0C	A4376B2C	697A8F05
42470F0C	5AE3705A	0AAE9F14
42470F0C	576B3AD5	B715BBAE
42470F0C	CC4DA1F3	6F405DCD
42470F0C	7F200002	3962CC92
42470F0C	24FA95EC	264421B8
42470F0C	749D8F40	5535431D
42470F0C	1A0E11E6	89A2248D
42470F0C	0AD46BBC	B21A8D5D
42470F0C	ADAD4C2F	4F053686
42470F0C	6A5AAE9E	C6E5C3BA
42470F0C	0872498A	804D2A25
42470F0C	17CB2886	89467EE7
42470F0C	83BFC978	99139A20
42470F0C	82A69044	F0AE2E0F
42470F0C	3EDE12AC	0458E4B2
42470F0C	FEACBEE6	AD380B45
42470F0C	5963E159	5EA4ED2D
42470F0C	3CCDD9B8	75247F54
42470F0C	D2868584	B4E5AC71
42470F0C	9ADFBDF9	1F361360
42470F0C	2C436AF6	A5D1BF39
42470F0C	30895CCD	23F1D2EB
42470F0C	59AFFEB6	C63D6409
42470F0C	B364EAFE	3A609218
42470F0C	ECE855D3	C6171CFF
42470F0C	36EC984A	39D80932
42470F0C	F7C5DCD9	1C698591
42470F0C	98BC6396	2AE46047
42470F0C	80453FB8	5B033C8E
42470F0C	FA0EA48F	A50328F2
42470F0C	66909846	FBCE84D4
42470F0C	F81D6F9B	D47FB314
42470F0C	0F63A073	8F37B5FD
42470F0C	6A9F1B7E	C1B2024A
42470F0C	DD8C7463	87DE0181
42470F0C	DBDFE1CD	0834FD8D
42470F0C	0DA01585	F3209D0C
42470F0C	8704B274	8E0AC944
42470F0C	7811A55C	BC4CD0A7
42470F0C	2EB84EA4	F2B323D6
42470F0C	ED5AC05F	8888286F
42470F0C	CECC871D	BF8E0F4B
42470F0C	0FA29A4F	F0EBDAAE
42470F0C	1DDEFD79	A6BACD84
42470F0C	18CF6134	0376EEAC
42470F0C	F68277F0	4CFF71FA
42470F0C	003A8ADA	718404DF
42470F0C	E0EF63C4	932B5C5B
42470F0C	EB05DD6B	5BC97B5B
42470F0C	FBDFA731	6071D28B
42470F0C	D870E08E	2847BAD0
42470F0C	B58ECAB4	40C98B41
42470F0C	F9EC0135	62F9CC20
42470F0C	CD6D0DD9	6AAED6CE
42470F0C	CFF8FDA6	0BE560FD
42470F0C	D1F90FCE	8A9E2868
42470F0C	389B718A	2158D3F7
42470F0C	8745D657	CED8634C
42470F0C	BA8AF5E5	95951727
42470F0C	5233FAA7	29952A97
42470F0C	A2D425E3	98111504
42470F0C	57896258	AC91F86D
42470F0C	540F3AAB	3ADCBA59
42470F0C	08A2515D	2C852860
42470F0C	723F34C1	1D7BAAA9
42470F0C	79F51FE4	5DCA7146
42470F0C	EE64448B	44640DCD
42470F0C	558BED92	AF5ABFCF
42470F0C	4073E696	3D8C3DFE
42470F0C	047552A2	3F37D6C0
42470F0C	15E2B458	95991863
42470F0C	7199C6E2	5CDB0DF0
42470F0C	613CBC08	9CE5AC25
42470F0C	FFF23C3D	A4B1BD72
42470F0C	4AB99E79	FF080E7E
42470F0C	BE6D2B28	B94B00F6
42470F0C	F07672FF	EF9240B2
42470F0C	2FEAD8F9	B6A2EA95
42470F0C	311E2555	2EBFD924
42470F0C	E2E2B185	D4385D82
42470F0C	AB8BA44B	4A2EEF94
42470F0C	E43DB4D5	9B56CF0F
42470F0C	101C0E40	C473BAA3
42470F0C	E8A658ED	893ABDEF
42470F0C	0131296D	3B9A3D54
42470F0C	44FF94C6	AA16E463
42470F0C	7CE3D89D	63DCA69E
42470F0C	83087677	23F6115F
42470F0C	31913C54	4B05D146
42470F0C	5830878D	5AF9C5A1
42470F0C	01ADF82F	DA861E0D
42470F0C	76FA32C7	A576CE24
42470F0C	2B6CFDDE	B25E9D9E
42470F0C	FB530CED	473931E8
42470F0C	A21EE5E1	CF459D8E
42470F0C	845BCD4A	6AC48C3C
42470F0C	26C9E17F	3D4AC53C
42470F0C	4EF05C48	2C953163
42470F0C	523A6A73	AAB55CB1
42470F0C	A6EEDF22	ECF65239
42470F0C	0E8CE0F5	4639F3C5
42470F0C	B9053DC2	80F82335
42470F0C	2087392E	9B842E8E
42470F0C	4D476B0E	18BA2EBC
42470F0C	E2B27F28	ADBDF7FF
42470F0C	B6188909	04D913E1
42470F0C	5F8FF889	B679935A
42470F0C	FF7E04E8	8CF40B20
42470F0C	DAFA2D71	D5EC01E0
42470F0C	D7969C3E	03D15D27
42470F0C	40C3A91B	F9AAA53E
42470F0C	696EAED0	76F9B3B3
42470F0C	C9860006	1F0EF879
42470F0C	E77A54BF	75150B34
42470F0C	B50CB77B	D98F7848
42470F0C	30A1529E	93834DD1
42470F0C	0C40E7A2	C306406C
42470F0C	69722791	E6634D5D
42470F0C	7E2787FF	7256A490
42470F0C	4D370C6D	B638EC32
42470F0C	5CD6D2D8	8CF18461
42470F0C	6716DC75	C857680D
42470F0C	85AF7D10	51C04B24
42470F0C	BDB3314B	980A09D9
42470F0C	5BC80048	DB3D78A0
42470F0C	6472066C	F78CBD54
42470F0C	7F01B571	13331513
42470F0C	D7CDBDAE	5FBCACBE
42470F0C	3DEDF553	81E29187
42470F0C	1CF3E9E6	A33271AE
42470F0C	E9BF5A59	E5529F9E
42470F0C	4BDDCBA9	6A0A20FB
42470F0C	D6D7F8AF	6F77A79F
42470F0C	7F91A2F5	1BFC2721
42470F0C	52642EF4	6DBEFD36
42470F0C	E96DF0B0	1B17C036
42470F0C	07F57C3A	C5ABD8AB
42470F0C	419308EF	E083E700
42470F0C	187D43E2	69AD6A5D
42470F0C	AEE5BAC4	AE7BB9D5
42470F0C	F1E4093F	2E09AB23
42470F0C	8E548BE9	F8730A81
42470F0C	323C848E	F02A4483
42470F0C	ABDFE0A6	DA20C662
42470F0C	6576C4DE	C983C8D0
42470F0C	C4CA9B45	3DA62E5B
42470F0C	306449D7	EDFFF444
42470F0C	AB093CF0	5C6BFDDB
42470F0C	341CCDC3	73F92AA3
42470F0C	43D8588C	4B69D697
42470F0C	FB9B2998	367CE45A
42470F0C	7BB48E2C	99E4BA34
42470F0C	3E2A32CD	C3AD13EF
42470F0C	D5B2D60E	CA3D2B03
42470F0C	87313A0E	7FC1235B
42470F0C	A98A3776	7F0E8950
42470F0C	5FB5D3FE	B6455E70
42470F0C	234D8A7F	66357EC2
42470F0C	E021A83D	2ACC3398
42470F0C	69B1013A	B2190786
42470F0C	00A6C2CF	AD664ED2
42470F0C	E98FBAC6	6A099E6C
42470F0C	0B361BA3	F39EBD45
42470F0C	186BA522	E2EAA431
42470F0C	0251A4B6	EA7214D4
42470F0C	320B8E4F	7D71F1E6
42470F0C	2774AD88	1CF86A0D
42470F0C	C6394278	FE74D231
42470F0C	1F30774B	3802332A
42470F0C	AAB63F3F	45F35B8D
42470F0C	C178E116	CCE3A426
42470F0C	5BCACB1E	17801447
42470F0C	B3E529FA	2D5088AB
42470F0C	5DE2F3F6	EF1F77D1
42470F0C	4558307C	8C75C952
42470F0C	7AA141B0	B7212A31
42470F0C	00D5FA3F	0A1C36F2
42470F0C	6E917C71	E97E838B
42470F0C	79D21687	380A1321
42470F0C	47BCC6D0	4AF8A3AF
42470F0C	3B325F84	F1485C4F
42470F0C	29B50C2B	4B7B7184
42470F0C	C3B968A7	46B2A4B5
42470F0C	CE2EED71	7CEDC293
42470F0C	D0F83690	C50CE330
42470F0C	B9EFF565	DA73AA64
42470F0C	982181F8	458F5CC9
42470F0C	C54C7A78	BEC53592
42470F0C	C57A9B8B	2B51CD5A
42470F0C	9BD85A64	D986FEB6
42470F0C	7197AF77	9E136B90
42470F0C	1445BAAD	ADC1610D
42470F0C	DFD1A169	97D06200
42470F0C	9E69A38B	6D5E2415
42470F0C	9FBCE9D0	8F9CA3FF
42470F0C	5E0D7BB8	D9F9CFC5
42470F0C	4520F2B2	038756AB
42470F0C	E42273B6	D8BB3D7A
42470F0C	AAD16661	E6F1B3F9
42470F0C	C2BA58BA	922B6268
42470F0C	1A429C71	43FD87A7
42470F0C	C4BFFA85	EAB12AE9
42470F0C	A38A0946	557E4F66
42470F0C	DF0827D2	EDDB063C
42470F0C	A180AFBF	28C61EB2
42470F0C	7B1E367B	0A1DBEC4
42470F0C	78458563	7629768D
42470F0C	17E99F38	8E2F0D12
42470F0C	D50CF171	E893DEE9
42470F0C	5DE0A558	1BE37232
42470F0C	38E91FAA	14D11CFC
42470F0C	A8FC17AD	9646ECEE
42470F0C	8A34B4D6	B4A7589F
42470F0C	899246F5	F507FFC6
42470F0C	9CA8BE55	509A6849
42470F0C	C7C45397	413FD8D0
42470F0C	41CCD55F	073B2B3D
42470F0C	530C3BF5	C152218C
42470F0C	4BA7E437	D5B0588B
42470F0C	576DD20C	53903559
42470F0C	6A40A8CA	E87BB1E1
42470F0C	149E8D62	3552F370
42470F0C	727AF29F	1006AA19
42470F0C	2DE81EC3	D71494F2
42470F0C	619F0F6F	FAF5AF1B
42470F0C	3FA5187B	7BF67C6E
42470F0C	4DB37EF5	6D60445C
42470F0C	493859AA	39F1CB6C
42470F0C	2D4F9CD0	F3A66845
42470F0C	DE985C11	855251D3
42470F0C	B3580E31	066C51E1
42470F0C	7C0E3939	F6F7A92D
42470F0C	99A99152	719C117B
42470F0C	33BC078E	5ABEF667
42470F0C	A0A96C11	5E536994
42470F0C	A3E7ED68	28DE1988
42470F0C	7E5E85C5	906E145C
42470F0C	BA01AE0A	AD2A07FC
42470F0C	C13EC3DD	0F49303F
42470F0C	D44362BC	C000FEF6
42470F0C	B1ED5A5D	EB806C8F
42470F0C	DE72AD15	1F241FD9
42470F0C	DCEBEAAA	7D7A1F50
42470F0C	F7BBE24F	8FF5E5DD
42470F0C	9EEDDACF	717E7D61
42470F0C	6B353711	1861DCF0
42470F0C	030C8A26	09BE28AF
42470F0C	1A7C24E2	0A9A9787
42470F0C	EF73E0B5	5B1F5F20
42470F0C	631E7016	D7BD9920
42470F0C	9E3CA968	3963E55B
42470F0C	49BB17F8	4FF4C7B5
42470F0C	19BA5D37	6283F229
42470F0C	277EC2EC	D6EE9CBA
42470F0C	5276AD6C	DE843FF7
42470F0C	928F11A5	D847B9FF
42470F0C	0A120A05	3728F6F9
42470F0C	4091022F	E9406FF6
42470F0C	81DE14BB	640D38E0
42470F0C	EE720EE0	9C0B437F
42470F0C	F086F34C	041670CE
42470F0C	40A1FDED	5988EE5C
42470F0C	BC662D8F	4B2065AB
42470F0C	BC34AE63	2E254065
42470F0C	7F88F2C3	6FB7BE28
42470F0C	5A11989E	475A010B
42470F0C	A65CC457	46D01193
42470F0C	2746FC51	1D3DCFBB
42470F0C	4A404CA6	8BC7BC64
42470F0C	0BD35292	CDAECA1A
42470F0C	BE1C4720	7031A3BC
42470F0C	052ACD8C	51FE8292
42470F0C	905EC33D	6DE27FF6
42470F0C	B5CF3089	3B2B09BE
42470F0C	9B336430	5130FAF3
42470F0C	666127B5	A4A9A8D6
42470F0C	BC28BE68	5111DD87
42470F0C	7214D9E2	D6740AC6
42470F0C	100EA781	2597DDDD
42470F0C	B19878E4	D1D4F9AD
42470F0C	472085CE	ECAF8C88
42470F0C	D7DF436F	A86BE77F
42470F0C	B1ABA496	DA194ABB
42470F0C	4254CD3A	EA60B1B9
42470F0C	E361B05E	1F71B4F2
42470F0C	70BE8ED6	0D4DEE56
42470F0C	CF888D47	8F3654F7
42470F0C	65C7019E	BF355F4E
42470F0C	EA1996BF	DC97E662
42470F0C	D1810E8A	750111D4
42470F0C	D3184935	175F115D
42470F0C	CD19BB5D	962459C8
42470F0C	5D5E30B6	71B68C14
42470F0C	FB5BEA0B	E70CAF0A
42470F0C	70C7F9A0	D1C73F2E
42470F0C	C279B0BE	EE07A135
42470F0C	1067A334	DF00773C
42470F0C	ADC450DA	3C307BAE
42470F0C	8B4F034F	F251D09A
42470F0C	373781A7	06A71A27
42470F0C	0EA2004C	E210A2B9
42470F0C	84137D90	90EB8A79
42470F0C	0C7CFAF6	FC14854A
42470F0C	E17F6D4B	C5106A00
42470F0C	5D07EFA3	31E6A0BD
42470F0C	FD23B6D6	C5E0A68E
42470F0C	7EECA713	FAB590AD
42470F0C	A7389187	D3D23F16
42470F0C	FF307DC2	B49C3D68
42470F0C	0A45DE56	73032158
42470F0C	159F5D38	E5BEAFE2
42470F0C	25DC1A2C	7E7980E2
42470F0C	C87801B9	3B1E3142
42470F0C	736C9C39	3C42B9A1
42470F0C	B541ACFC	415B61A0
42470F0C	93C87DCF	21FA9FB6
42470F0C	5533C7F1	8746C593
42470F0C	E6C0124F	29903CFB
42470F0C	1F781651	B9EE6EB4
42470F0C	6594447F	28B98B6C
42470F0C	B89127E7	1DDF92F1
42470F0C	F4F3EC66	3FEFD590
42470F0C	31FABA79	69689C0E
42470F0C	D12F5367	8BC7C48A
42470F0C	1CDC0E82	053F497C
42470F0C	0730EB19	FD7306DC
42470F0C	977BD732	19F465BA
42470F0C	F4CB36C8	5F7F6C9D
42470F0C	2A4EC97A	7C14C874
42470F0C	108EFF8E	4E2DE0E4
42470F0C	9F7305DC	EA246415
42470F0C	D8CE316E	DFA5264E
42470F0C	7F421939	3BDCE6B1
42470F0C	E18C990C	0388F7E6
42470F0C	2439A24B	D3B9DDDF
42470F0C	C5179083	F13DA619
42470F0C	49969A93	939AA8AD
42470F0C	CAA970E8	D7386C09
42470F0C	9CF1BAFD	FD909B8D
42470F0C	0493B5D6	DB7D33E6
42470F0C	C1C65B78	1DFB1E73
42470F0C	116E8D68	8F235854
42470F0C	64578366	7DFA04AF
42470F0C	1CBA7F56	A29918E5
42470F0C	8B8AE2E9	491C76F7
42470F0C	01F1CA22	2D369B60
42470F0C	BF20F2D3	FDAC5C72
42470F0C	B80F9A53	19E338BB
42470F0C	2D6464E1	FDA59EC1
42470F0C	59538F9C	D15E2183
42470F0C	528850BD	E30FF935
42470F0C	CE6558DB	B49303E2
42470F0C	FCAEAC74	3FEA2F32
42470F0C	9889667F	66A95EAA
42470F0C	779E85F1	1E4834FA
42470F0C	E26B0F0C	02FAFAB7
42470F0C	A750BD63	8A1058A4
42470F0C	842F1737	C040D6D9
42470F0C	5D501A4B	96519132
42470F0C	3B9B01E4	2F3D3E7C
42470F0C	DB4EE8FA	CD9266F8
42470F0C	F137AE7A	5ECDF91D
42470F0C	986196FA	A04661A1
42470F0C	F51D41CE	A0A6C6E9
42470F0C	A7D3E17B	F7BBA9E3
42470F0C	4806F151	B811D60D
42470F0C	2872A398	C3B34919
42470F0C	BECD8635	D4BD8899
42470F0C	E27B0CB3	383127ED
42470F0C	BD28329F	8597B288
42470F0C	4793FB4D	8185F789
42470F0C	5FFEF902	DF1DE4E1
42470F0C	2A3CC395	C1A682FB
42470F0C	7280DB61	5E7A2A49
42470F0C	099C73EE	D373F884
42470F0C	0E827AE0	CD8F63FB
42470F0C	6C4E6634	E0A1F219
42470F0C	5F0D42B8	FD1CB2F8
42470F0C	F518D464	D63E55E4
42470F0C	4EBEF7AD	A7B83BB8
42470F0C	E4AB6171	8C9ADCA4
42470F0C	54796014	C8623912
42470F0C	495946A7	A3376D59
42470F0C	BB398D2D	4B88E24F
42470F0C	A39252EF	5F6A9B48
42470F0C	3D5A706E	EC1E02B1
42470F0C	0FC91C62	D28697E6
42470F0C	0F53795E	08FD9982
42470F0C	6435B114	1D4F1E98
42470F0C	7A34437C	9C34560D
42470F0C	DF771B05	ED6322F6
42470F0C	7A4F746E	04052705
42470F0C	773A4080	DB94752D
42470F0C	B1C1FABE	7D282F08
42470F0C	C1011BA7	1D10879E
42470F0C	02322F00	D3FED660
42470F0C	AAF22EFE	C4E2A437
42470F0C	EAE34B7C	C4FCFD2C
42470F0C	B21A88EF	9F3459FA
42470F0C	C4A5DE12	FBA04735
42470F0C	DAA42C7A	7ADB0FA0
42470F0C	A1EDAEF4	120943CC
42470F0C	891008CB	8473177F
42470F0C	B87186DD	120133CE
42470F0C	1816A840	F1E2136A
42470F0C	78C97F80	ADB0196E
42470F0C	2B1E8A81	80F678AA
42470F0C	2CCAD698	88DB2682
42470F0C	3E3E0F79	633F20F8
42470F0C	5A2A265A	6E0FFBF4
42470F0C	9DF77B4F	B837D5B1
42470F0C	DA1CEC03	CD536FA8
42470F0C	BE9CAA20	E87340DA
42470F0C	B5B27AC5	C344E348
42470F0C	E570A586	662178FE
42470F0C	E4ABD480	71E7BED1
42470F0C	CF2EF6F1	120A1C8A
42470F0C	967E5C39	EB83050F
42470F0C	B782F1B4	2C9DD128
42470F0C	2B9287B3	192B5D6D
42470F0C	D077AA58	08DE8B39
42470F0C	B7A5B2EE	96079324
42470F0C	DFCE8C35	E2DD42B5
42470F0C	B40BE845	AEEC46C9
42470F0C	B593EEAB	AECFA671
42470F0C	162A0E5D	3651DF3B
42470F0C	9C9548DC	B1AEB63E
42470F0C	3BEC6F4F	4CB10DE5
42470F0C	35D73294	E0C5EB0C
42470F0C	8EC7BE67	C51605BC
42470F0C	C2A575E6	E72642DD
42470F0C	921C7C58	31D66B37
42470F0C	05249042	A11F0893
42470F0C	04C0BB97	B96E70CF
42470F0C	56435797	0C927897
42470F0C	344BDD93	39CE1445
42470F0C	DC643F77	031E88A9
42470F0C	8AC46FAF	D7C23D63
42470F0C	27B9C832	727BE7F0
42470F0C	EE2DDE9A	E561F67D
42470F0C	F7821728	FA2D3457
42470F0C	E983E540	7B567CC2
42470F0C	130A5DA9	CF67C39A
42470F0C	91B89DB0	274140F1
42470F0C	008F5CB5	A863BB52
42470F0C	8B105FAB	D4382E99
42470F0C	836D72A9	A7C95176
42470F0C	6130280C	55D80A22
42470F0C	FBC3F971	6F4F6BAB
